"STT","Mã Đơn Vị","Tỉnh / Thành Phố","Quận / Huyện / Khu Vực","Tên Phường / Xã","Phân Loại","Diện Tích (km²)","Dân Số (người)","Mật Độ (người/km²)","Tên Trụ Sở UBND","Địa Chỉ UBND Thực Tế","Vĩ Độ UBND (Lat)","Kinh Độ UBND (Lng)","Google Maps UBND","Tên Trụ Sở Công An","Địa Chỉ Công An Thực Tế","Google Maps Công An","Website / Cổng TTĐT","Nguồn Đối Soát","Trạng Thái Kiểm Tra","Ghi Chú AI Senior"
"1327","30084","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Tân Long","Xã","95.32","10976","115","Ủy Ban Nhân Dân Xã Tân Long","Bản Xã Tân Long, Xã Tân Long, Tỉnh Tuyên Quang","21.7966","105.1255","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20T%C3%A2n%20Long%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Tân Long","Bản Xã Tân Long, Xã Tân Long, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20T%C3%A2n%20Long%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1328","30085","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Tân Mỹ","Xã","137.31","15201","111","Ủy Ban Nhân Dân Xã Tân Mỹ","Bản Xã Tân Mỹ, Xã Tân Mỹ, Tỉnh Tuyên Quang","21.904","105.2619","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20T%C3%A2n%20M%E1%BB%B9%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Tân Mỹ","Bản Xã Tân Mỹ, Xã Tân Mỹ, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20T%C3%A2n%20M%E1%BB%B9%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1329","30086","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Tân Quang","Xã","174.14","12425","71","Ủy Ban Nhân Dân Xã Tân Quang","Bản Xã Tân Quang, Xã Tân Quang, Tỉnh Tuyên Quang","21.7318","105.2338","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20T%C3%A2n%20Quang%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Tân Quang","Bản Xã Tân Quang, Xã Tân Quang, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20T%C3%A2n%20Quang%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1330","30087","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Tân Thanh","Xã","114.42","18856","165","Ủy Ban Nhân Dân Xã Tân Thanh","Bản Xã Tân Thanh, Xã Tân Thanh, Tỉnh Tuyên Quang","21.8785","105.1377","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20T%C3%A2n%20Thanh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Tân Thanh","Bản Xã Tân Thanh, Xã Tân Thanh, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20T%C3%A2n%20Thanh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1331","30088","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Tân Tiến","Xã","84.4","10385","123","Ủy Ban Nhân Dân Xã Tân Tiến","Bản Xã Tân Tiến, Xã Tân Tiến, Tỉnh Tuyên Quang","21.835","105.3085","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20T%C3%A2n%20Ti%E1%BA%BFn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Tân Tiến","Bản Xã Tân Tiến, Xã Tân Tiến, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20T%C3%A2n%20Ti%E1%BA%BFn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1332","30089","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Tân Trào","Xã","98.57","14911","151","Ủy Ban Nhân Dân Xã Tân Trào","Bản Xã Tân Trào, Xã Tân Trào, Tỉnh Tuyên Quang","21.7513","105.1524","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20T%C3%A2n%20Tr%C3%A0o%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Tân Trào","Bản Xã Tân Trào, Xã Tân Trào, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20T%C3%A2n%20Tr%C3%A0o%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1333","30090","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Tân Trịnh","Xã","114.75","10780","94","Ủy Ban Nhân Dân Xã Tân Trịnh","Bản Xã Tân Trịnh, Xã Tân Trịnh, Tỉnh Tuyên Quang","21.9192","105.2113","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20T%C3%A2n%20Tr%E1%BB%8Bnh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Tân Trịnh","Bản Xã Tân Trịnh, Xã Tân Trịnh, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20T%C3%A2n%20Tr%E1%BB%8Bnh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1334","30091","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Thái Bình","Xã","102.59","13803","135","Ủy Ban Nhân Dân Xã Thái Bình","Bản Xã Thái Bình, Xã Thái Bình, Tỉnh Tuyên Quang","21.7549","105.2816","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Th%C3%A1i%20B%C3%ACnh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Thái Bình","Bản Xã Thái Bình, Xã Thái Bình, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Th%C3%A1i%20B%C3%ACnh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1335","30092","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Thái Hòa","Xã","55.6","18289","329","Ủy Ban Nhân Dân Xã Thái Hòa","Bản Xã Thái Hòa, Xã Thái Hòa, Tỉnh Tuyên Quang","21.8289","105.118","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Th%C3%A1i%20H%C3%B2a%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Thái Hòa","Bản Xã Thái Hòa, Xã Thái Hòa, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Th%C3%A1i%20H%C3%B2a%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1336","30093","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Thái Sơn","Xã","93.54","16385","175","Ủy Ban Nhân Dân Xã Thái Sơn","Bản Xã Thái Sơn, Xã Thái Sơn, Tỉnh Tuyên Quang","21.8851","105.2894","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Th%C3%A1i%20S%C6%A1n%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Thái Sơn","Bản Xã Thái Sơn, Xã Thái Sơn, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Th%C3%A1i%20S%C6%A1n%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1337","30094","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Thàng Tín","Xã","70.78","7638","108","Ủy Ban Nhân Dân Xã Thàng Tín","Bản Xã Thàng Tín, Xã Thàng Tín, Tỉnh Tuyên Quang","21.7272","105.2006","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Th%C3%A0ng%20T%C3%ADn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Thàng Tín","Bản Xã Thàng Tín, Xã Thàng Tín, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Th%C3%A0ng%20T%C3%ADn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1338","30095","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Thắng Mố","Xã","67.71","16397","242","Ủy Ban Nhân Dân Xã Thắng Mố","Bản Xã Thắng Mố, Xã Thắng Mố, Tỉnh Tuyên Quang","21.9044","105.1592","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Th%E1%BA%AFng%20M%E1%BB%91%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Thắng Mố","Bản Xã Thắng Mố, Xã Thắng Mố, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Th%E1%BA%AFng%20M%E1%BB%91%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1339","30096","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Thanh Thủy","Xã","101.77","6394","63","Ủy Ban Nhân Dân Xã Thanh Thủy","Bản Xã Thanh Thủy, Xã Thanh Thủy, Tỉnh Tuyên Quang","21.8012","105.3101","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Thanh%20Th%E1%BB%A7y%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Thanh Thủy","Bản Xã Thanh Thủy, Xã Thanh Thủy, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Thanh%20Th%E1%BB%A7y%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1340","30097","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Thông Nguyên","Xã","108.7","6255","58","Ủy Ban Nhân Dân Xã Thông Nguyên","Bản Xã Thông Nguyên, Xã Thông Nguyên, Tỉnh Tuyên Quang","21.7752","105.1283","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Th%C3%B4ng%20Nguy%C3%AAn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Thông Nguyên","Bản Xã Thông Nguyên, Xã Thông Nguyên, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Th%C3%B4ng%20Nguy%C3%AAn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1341","30098","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Thuận Hòa","Xã","108.4","7915","73","Ủy Ban Nhân Dân Xã Thuận Hòa","Bản Xã Thuận Hòa, Xã Thuận Hòa, Tỉnh Tuyên Quang","21.9178","105.2453","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Thu%E1%BA%ADn%20H%C3%B2a%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Thuận Hòa","Bản Xã Thuận Hòa, Xã Thuận Hòa, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Thu%E1%BA%ADn%20H%C3%B2a%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1342","30099","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Thượng Lâm","Xã","277.16","9886","36","Ủy Ban Nhân Dân Xã Thượng Lâm","Bản Xã Thượng Lâm, Xã Thượng Lâm, Tỉnh Tuyên Quang","21.7329","105.2554","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Th%C6%B0%E1%BB%A3ng%20L%C3%A2m%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Thượng Lâm","Bản Xã Thượng Lâm, Xã Thượng Lâm, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Th%C6%B0%E1%BB%A3ng%20L%C3%A2m%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1343","30100","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Thượng Nông","Xã","79.83","7204","90","Ủy Ban Nhân Dân Xã Thượng Nông","Bản Xã Thượng Nông, Xã Thượng Nông, Tỉnh Tuyên Quang","21.863","105.1225","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Th%C6%B0%E1%BB%A3ng%20N%C3%B4ng%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Thượng Nông","Bản Xã Thượng Nông, Xã Thượng Nông, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Th%C6%B0%E1%BB%A3ng%20N%C3%B4ng%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1344","30101","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Thượng Sơn","Xã","142.6","6144","43","Ủy Ban Nhân Dân Xã Thượng Sơn","Bản Xã Thượng Sơn, Xã Thượng Sơn, Tỉnh Tuyên Quang","21.8568","105.3092","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Th%C6%B0%E1%BB%A3ng%20S%C6%A1n%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Thượng Sơn","Bản Xã Thượng Sơn, Xã Thượng Sơn, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Th%C6%B0%E1%BB%A3ng%20S%C6%A1n%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1345","30102","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Tiên Nguyên","Xã","90.13","5027","56","Ủy Ban Nhân Dân Xã Tiên Nguyên","Bản Xã Tiên Nguyên, Xã Tiên Nguyên, Tỉnh Tuyên Quang","21.7347","105.1667","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Ti%C3%AAn%20Nguy%C3%AAn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Tiên Nguyên","Bản Xã Tiên Nguyên, Xã Tiên Nguyên, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Ti%C3%AAn%20Nguy%C3%AAn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1346","30103","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Tiên Yên","Xã","97.18","14241","147","Ủy Ban Nhân Dân Xã Tiên Yên","Bản Xã Tiên Yên, Xã Tiên Yên, Tỉnh Tuyên Quang","21.9217","105.1894","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Ti%C3%AAn%20Y%C3%AAn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Tiên Yên","Bản Xã Tiên Yên, Xã Tiên Yên, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Ti%C3%AAn%20Y%C3%AAn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1347","30104","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Tri Phú","Xã","170.26","8686","51","Ủy Ban Nhân Dân Xã Tri Phú","Bản Xã Tri Phú, Xã Tri Phú, Tỉnh Tuyên Quang","21.7679","105.2995","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Tri%20Ph%C3%BA%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Tri Phú","Bản Xã Tri Phú, Xã Tri Phú, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Tri%20Ph%C3%BA%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1348","30105","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Trung Hà","Xã","103.18","8303","80","Ủy Ban Nhân Dân Xã Trung Hà","Bản Xã Trung Hà, Xã Trung Hà, Tỉnh Tuyên Quang","21.8071","105.1136","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Trung%20H%C3%A0%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Trung Hà","Bản Xã Trung Hà, Xã Trung Hà, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Trung%20H%C3%A0%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1349","30106","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Trung Sơn","Xã","134.29","10952","82","Ủy Ban Nhân Dân Xã Trung Sơn","Bản Xã Trung Sơn, Xã Trung Sơn, Tỉnh Tuyên Quang","21.9041","105.2778","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Trung%20S%C6%A1n%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Trung Sơn","Bản Xã Trung Sơn, Xã Trung Sơn, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Trung%20S%C6%A1n%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1350","30107","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Trung Thịnh","Xã","72.11","12277","170","Ủy Ban Nhân Dân Xã Trung Thịnh","Bản Xã Trung Thịnh, Xã Trung Thịnh, Tỉnh Tuyên Quang","21.721","105.222","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Trung%20Th%E1%BB%8Bnh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Trung Thịnh","Bản Xã Trung Thịnh, Xã Trung Thịnh, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Trung%20Th%E1%BB%8Bnh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1351","30108","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Trường Sinh","Xã","53.36","17615","330","Ủy Ban Nhân Dân Xã Trường Sinh","Bản Xã Trường Sinh, Xã Trường Sinh, Tỉnh Tuyên Quang","21.8944","105.1391","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Tr%C6%B0%E1%BB%9Dng%20Sinh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Trường Sinh","Bản Xã Trường Sinh, Xã Trường Sinh, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Tr%C6%B0%E1%BB%9Dng%20Sinh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1352","30109","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Tùng Bá","Xã","120.49","8225","68","Ủy Ban Nhân Dân Xã Tùng Bá","Bản Xã Tùng Bá, Xã Tùng Bá, Tỉnh Tuyên Quang","21.8222","105.3181","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20T%C3%B9ng%20B%C3%A1%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Tùng Bá","Bản Xã Tùng Bá, Xã Tùng Bá, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20T%C3%B9ng%20B%C3%A1%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1353","30110","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Tùng Vài","Xã","149.98","11221","75","Ủy Ban Nhân Dân Xã Tùng Vài","Bản Xã Tùng Vài, Xã Tùng Vài, Tỉnh Tuyên Quang","21.7543","105.1367","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20T%C3%B9ng%20V%C3%A0i%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Tùng Vài","Bản Xã Tùng Vài, Xã Tùng Vài, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20T%C3%B9ng%20V%C3%A0i%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
